age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,Private,141483,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,small
22,Private,320451,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,24,India,small
41,Private,174373,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,NA
30,Private,267281,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,NA
29,Private,499197,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,small
27,Private,247819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,small
23,Private,189203,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,NA
47,Private,192793,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,large
41,Federal-gov,58447,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,NA
43,Private,174196,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,small
42,Private,190786,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,small
38,Private,191479,Some-college,10,Divorced,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,small
28,Self-emp-not-inc,190836,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,large
21,Private,119156,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,small
23,Private,238917,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United-States,small
42,Private,121718,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany,small
57,Private,20953,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,large
44,Self-emp-not-inc,75065,12th,8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Vietnam,small
67,NA,244122,Assoc-voc,11,Widowed,NA,Not-in-family,White,Female,0,0,1,United-States,small
55,Private,83401,5th-6th,3,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,small
61,Private,215789,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,NA
51,Private,103995,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,60,United-States,NA
23,Private,236804,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,NA
46,Private,102359,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,large
19,Private,351040,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Puerto-Rico,small
42,Private,57600,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,small
45,State-gov,187581,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,small
35,Private,99156,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,small
49,Private,387074,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,NA
55,Private,256953,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,small
47,Private,209320,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,small
40,Private,291300,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,NA
38,NA,177273,HS-grad,9,Married-civ-spouse,NA,Wife,White,Female,0,0,35,United-States,small
37,Private,385452,10th,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,small
54,Private,93605,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,NA
35,Private,248010,Bachelors,13,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,small
50,State-gov,238187,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,small
37,Private,125167,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,large
30,Private,46712,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,small
39,Private,98941,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,small
27,Self-emp-not-inc,177831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Hungary,NA
44,Private,167955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,small
46,Self-emp-not-inc,101722,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,small
30,Private,308812,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,small
48,Private,278303,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,NA
53,Private,113522,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,NA
57,Local-gov,132717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,small
41,Local-gov,37848,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,25,United-States,small
70,Private,262345,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,6,United-States,small
21,Private,55465,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,NA
43,Private,176716,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,NA
48,Private,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,large
56,Self-emp-inc,208809,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,large
25,Private,74883,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,1092,40,Philippines,small
34,Local-gov,234096,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,large
37,Private,259089,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,small
36,Self-emp-not-inc,153976,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,small
28,Private,389713,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,small
51,Local-gov,277024,HS-grad,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,small
57,Private,88879,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,NA
19,NA,174871,Some-college,10,Never-married,NA,Own-child,White,Male,0,0,23,United-States,small
36,Self-emp-inc,83748,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,70,South,NA
29,Private,114968,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,NA
20,NA,183083,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,20,United-States,small
54,Private,98535,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,large
33,State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,large
19,State-gov,156294,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,small
28,Self-emp-not-inc,315417,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,2176,0,40,United-States,small
42,Private,152676,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Puerto-Rico,small
49,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,small
45,Private,202496,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,small
39,Local-gov,364782,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,NA
21,NA,202214,Some-college,10,Never-married,NA,Own-child,White,Female,0,1721,40,United-States,NA
52,Private,183618,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,small
29,Private,138190,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,1138,40,United-States,small
19,NA,233779,Some-college,10,Never-married,NA,Own-child,White,Male,0,0,60,United-States,small
55,Private,147989,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,NA
30,Private,158420,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,25,United-States,small
27,Private,292472,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,large
41,Private,126850,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,small
60,Self-emp-not-inc,38622,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,small
33,Private,176711,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,small
32,Private,74501,Masters,14,Never-married,Sales,Own-child,White,Female,0,0,50,United-States,NA
60,State-gov,27037,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,large
17,Local-gov,161955,11th,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,30,United-States,NA
18,Private,215190,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,small
41,Self-emp-inc,120277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,NA,small
17,Private,452406,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,small
23,Private,303121,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,small
42,Private,385591,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,large
50,Self-emp-not-inc,146603,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,large
30,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,NA
20,Private,224640,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,small
57,Local-gov,189824,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7298,0,40,United-States,large
43,Private,240698,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,large
46,Private,155509,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,32,Jamaica,NA
50,Local-gov,183390,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,large
36,Private,359131,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,NA
36,Private,231037,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,small
42,Private,203393,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,35,United-States,large
34,Private,89644,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,large
21,Private,331611,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,small
35,Local-gov,258725,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,NA
39,Private,51264,11th,7,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,small
60,Self-emp-not-inc,269485,Preschool,1,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,NA
37,Federal-gov,196348,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,small
23,State-gov,170091,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,6,United-States,small
18,NA,127388,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,40,United-States,small
29,Private,262478,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,small
20,Private,227778,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,56,United-States,small
31,Private,25610,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,25,United-States,NA
24,Private,99697,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,NA
66,Self-emp-not-inc,182470,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,large
47,Private,184579,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,small
52,Private,230657,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,3781,0,40,Columbia,small
19,Private,196119,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,small
18,Private,261714,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,NA
34,Private,142897,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,large
27,Private,110622,5th-6th,3,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,Vietnam,small
50,Private,77521,11th,7,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,NA
46,Local-gov,165484,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,large
51,Self-emp-not-inc,159755,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,large
54,Private,138845,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,small
24,Private,204653,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,small
52,Private,168381,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,large
53,Private,129301,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,NA
32,Private,296282,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,small
60,Private,180418,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,small
33,State-gov,290614,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,small
42,Private,220049,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,large
41,Private,145522,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,NA
46,Private,157857,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,NA
70,Self-emp-not-inc,347910,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,small
63,Private,108097,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10566,0,45,United-States,small
57,Private,233382,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Cuba,small
52,State-gov,120173,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,NA
41,State-gov,47170,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,48,United-States,large
46,Private,91262,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,small
48,Private,125120,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,small
54,Private,37237,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,large
28,Private,150309,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,small
38,Private,166988,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,small
42,Private,137907,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,small
44,Private,100584,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,small
23,Private,154785,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,NA
56,Private,127264,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States,NA
62,Federal-gov,224277,Some-college,10,Widowed,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,small
61,Private,227468,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,small
46,Private,278322,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,large
32,Private,241802,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,40,United-States,small
33,Private,176410,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178,0,10,United-States,NA
36,Self-emp-not-inc,110622,Bachelors,13,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,8,South,NA
34,Private,244147,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,NA,large
44,Private,202872,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,large
55,Private,156089,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,small
30,Private,296897,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,NA
30,Private,284395,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,small
56,Private,182062,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,large
